2014-2018 Root Mean Square Error of the 90-day low-pass-filtered transport in the Rockall Trough. 
Data published in Houpert et al. (2020). Observed variability of the North Atlantic Current in the Rockall Trough from four years of mooring measurements. Journal of Geophysical Research: Oceans, https://doi.org/10.1029/2020JC016403
Year, Month, Day, Hour, Days since January 0 0000, RMSE Total Transport (Sv), RMSE Eastern Wedge Transport (Sv), RMSE Western Wedge Transport (Sv), RMSE Mid-Basin Transport (Sv)
2017,10,9,0,7.3698e+05,0.90834,0.58856,0.63151,0.28263
2017,10,9,12,7.3698e+05,0.90835,0.58856,0.63151,0.28266
2017,10,10,0,7.3698e+05,0.90832,0.58856,0.63151,0.28258
2017,10,10,12,7.3698e+05,0.90828,0.58856,0.63151,0.28245
2017,10,11,0,7.3698e+05,0.90829,0.58856,0.63151,0.28247
2017,10,11,12,7.3698e+05,0.90835,0.58856,0.63151,0.28268
2017,10,12,0,7.3698e+05,0.90842,0.58856,0.63151,0.28289
2017,10,12,12,7.3698e+05,0.90845,0.58856,0.63151,0.28297
2017,10,13,0,7.3698e+05,0.90843,0.58856,0.63151,0.28293
2017,10,13,12,7.3698e+05,0.9084,0.58856,0.63151,0.28283
2017,10,14,0,7.3698e+05,0.90837,0.58856,0.63151,0.28274
2017,10,14,12,7.3698e+05,0.90834,0.58856,0.63151,0.28263
2017,10,15,0,7.3698e+05,0.90828,0.58856,0.63151,0.28245
2017,10,15,12,7.3698e+05,0.90823,0.58856,0.63151,0.28229
2017,10,16,0,7.3698e+05,0.9082,0.58856,0.63151,0.28219
2017,10,16,12,7.3698e+05,0.90824,0.58856,0.63151,0.2823
2017,10,17,0,7.3698e+05,0.90832,0.58856,0.63151,0.28256
2017,10,17,12,7.3699e+05,0.90842,0.58856,0.63151,0.28288
2017,10,18,0,7.3699e+05,0.90844,0.58856,0.63151,0.28296
2017,10,18,12,7.3699e+05,0.90845,0.58856,0.63151,0.28298
2017,10,19,0,7.3699e+05,0.90845,0.58856,0.63151,0.28298
2017,10,19,12,7.3699e+05,0.90843,0.58856,0.63151,0.28294
2017,10,20,0,7.3699e+05,0.90844,0.58856,0.63151,0.28294
2017,10,20,12,7.3699e+05,0.90843,0.58856,0.63151,0.28292
2017,10,21,0,7.3699e+05,0.90841,0.58856,0.63151,0.28285
2017,10,21,12,7.3699e+05,0.90838,0.58856,0.63151,0.28275
2017,10,22,0,7.3699e+05,0.90836,0.58856,0.63151,0.28268
2017,10,22,12,7.3699e+05,0.90834,0.58856,0.63151,0.28262
2017,10,23,0,7.3699e+05,0.90831,0.58856,0.63151,0.28253
2017,10,23,12,7.3699e+05,0.90828,0.58856,0.63151,0.28245
2017,10,24,0,7.3699e+05,0.90825,0.58856,0.63151,0.28234
2017,10,24,12,7.3699e+05,0.90824,0.58856,0.63151,0.2823
2017,10,25,0,7.3699e+05,0.90825,0.58856,0.63151,0.28233
2017,10,25,12,7.3699e+05,0.90824,0.58856,0.63151,0.2823
2017,10,26,0,7.3699e+05,0.90822,0.58856,0.63151,0.28223
2017,10,26,12,7.3699e+05,0.90822,0.58856,0.63151,0.28224
2017,10,27,0,7.37e+05,0.90822,0.58856,0.63151,0.28224
2017,10,27,12,7.37e+05,0.90819,0.58856,0.63151,0.28216
2017,10,28,0,7.37e+05,0.90816,0.58856,0.63151,0.28207
2017,10,28,12,7.37e+05,0.90816,0.58856,0.63151,0.28204
2017,10,29,0,7.37e+05,0.90816,0.58856,0.63151,0.28206
2017,10,29,12,7.37e+05,0.90817,0.58856,0.63151,0.28208
2017,10,30,0,7.37e+05,0.90817,0.58856,0.63151,0.28209
2017,10,30,12,7.37e+05,0.90817,0.58856,0.63151,0.28209
2017,10,31,0,7.37e+05,0.90817,0.58856,0.63151,0.28209
2017,10,31,12,7.37e+05,0.90817,0.58856,0.63151,0.2821
2017,11,1,0,7.37e+05,0.90818,0.58856,0.63151,0.28211
2017,11,1,12,7.37e+05,0.90818,0.58856,0.63151,0.28212
2017,11,2,0,7.37e+05,0.90819,0.58856,0.63151,0.28214
2017,11,2,12,7.37e+05,0.90819,0.58856,0.63151,0.28216
2017,11,3,0,7.37e+05,0.90821,0.58856,0.63151,0.2822
2017,11,3,12,7.37e+05,0.90822,0.58856,0.63151,0.28223
2017,11,4,0,7.37e+05,0.90823,0.58856,0.63151,0.28228
2017,11,4,12,7.37e+05,0.90824,0.58856,0.63151,0.28232
2017,11,5,0,7.37e+05,0.90826,0.58856,0.63151,0.28236
2017,11,5,12,7.37e+05,0.90827,0.58856,0.63151,0.2824
2017,11,6,0,7.3700e+05,0.90829,0.58856,0.63151,0.28246
2017,11,6,12,7.3701e+05,0.90831,0.58856,0.63151,0.28253
2017,11,7,0,7.3701e+05,0.90833,0.58856,0.63151,0.2826
2017,11,7,12,7.3701e+05,0.90835,0.58856,0.63151,0.28267
2017,11,8,0,7.3701e+05,0.90837,0.58856,0.63151,0.28273
2017,11,8,12,7.3701e+05,0.90839,0.58856,0.63151,0.28278
2017,11,9,0,7.3701e+05,0.90841,0.58856,0.63151,0.28286
2017,11,9,12,7.3701e+05,0.90843,0.58856,0.63151,0.28293
2017,11,10,0,7.3701e+05,0.90845,0.58856,0.63151,0.283
2017,11,10,12,7.3701e+05,0.90847,0.58856,0.63151,0.28307
2017,11,11,0,7.3701e+05,0.9085,0.58856,0.63151,0.28314
2017,11,11,12,7.3701e+05,0.90852,0.58856,0.63151,0.2832
2017,11,12,0,7.3701e+05,0.90854,0.58856,0.63151,0.28326
2017,11,12,12,7.3701e+05,0.90856,0.58856,0.63151,0.28333
2017,11,13,0,7.3701e+05,0.90858,0.58856,0.63151,0.28341
2017,11,13,12,7.3701e+05,0.90859,0.58856,0.63151,0.28344
2017,11,14,0,7.3701e+05,0.90854,0.58856,0.63151,0.28327
2017,11,14,12,7.3701e+05,0.9085,0.58856,0.63151,0.28315
2017,11,15,0,7.3701e+05,0.90853,0.58856,0.63151,0.28323
2017,11,15,12,7.3701e+05,0.9086,0.58856,0.63151,0.28347
2017,11,16,0,7.3702e+05,0.90862,0.58856,0.63151,0.28353
2017,11,16,12,7.3702e+05,0.90858,0.58856,0.63151,0.28341
2017,11,17,0,7.3702e+05,0.9085,0.58856,0.63151,0.28315
2017,11,17,12,7.3702e+05,0.90847,0.58856,0.63151,0.28304
2017,11,18,0,7.3702e+05,0.90847,0.58856,0.63151,0.28304
2017,11,18,12,7.3702e+05,0.90846,0.58856,0.63151,0.28302
2017,11,19,0,7.3702e+05,0.90844,0.58856,0.63151,0.28294
2017,11,19,12,7.3702e+05,0.90841,0.58856,0.63151,0.28285
2017,11,20,0,7.3702e+05,0.9084,0.58856,0.63151,0.28283
2017,11,20,12,7.3702e+05,0.90842,0.58856,0.63151,0.28288
2017,11,21,0,7.3702e+05,0.90844,0.58856,0.63151,0.28296
2017,11,21,12,7.3702e+05,0.90849,0.58856,0.63151,0.2831
2017,11,22,0,7.3702e+05,0.9085,0.58856,0.63151,0.28316
2017,11,22,12,7.3702e+05,0.90843,0.58856,0.63151,0.28293
2017,11,23,0,7.3702e+05,0.90833,0.58856,0.63151,0.2826
2017,11,23,12,7.3702e+05,0.90828,0.58856,0.63151,0.28246
2017,11,24,0,7.3702e+05,0.90834,0.58856,0.63151,0.28263
2017,11,24,12,7.3702e+05,0.90842,0.58856,0.63151,0.28289
2017,11,25,0,7.3702e+05,0.90844,0.58856,0.63151,0.28296
2017,11,25,12,7.3702e+05,0.90842,0.58856,0.63151,0.2829
2017,11,26,0,7.3702e+05,0.90841,0.58856,0.63151,0.28287
2017,11,26,12,7.3703e+05,0.90841,0.58856,0.63151,0.28286
2017,11,27,0,7.3703e+05,0.90838,0.58856,0.63151,0.28276
2017,11,27,12,7.3703e+05,0.90832,0.58856,0.63151,0.28256
2017,11,28,0,7.3703e+05,0.90827,0.58856,0.63151,0.28242
2017,11,28,12,7.3703e+05,0.90827,0.58856,0.63151,0.28241
2017,11,29,0,7.3703e+05,0.90831,0.58856,0.63151,0.28253
2017,11,29,12,7.3703e+05,0.90835,0.58856,0.63151,0.28265
2017,11,30,0,7.3703e+05,0.90834,0.58856,0.63151,0.28264
2017,11,30,12,7.3703e+05,0.90829,0.58856,0.63151,0.28247
2017,12,1,0,7.3703e+05,0.90823,0.58856,0.63151,0.28229
2017,12,1,12,7.3703e+05,0.90822,0.58856,0.63151,0.28223
2017,12,2,0,7.3703e+05,0.90825,0.58856,0.63151,0.28234
2017,12,2,12,7.3703e+05,0.90829,0.58856,0.63151,0.28247
2017,12,3,0,7.3703e+05,0.90827,0.58856,0.63151,0.28242
2017,12,3,12,7.3703e+05,0.90826,0.58856,0.63151,0.28239
2017,12,4,0,7.3703e+05,0.90824,0.58856,0.63151,0.28231
2017,12,4,12,7.3703e+05,0.90823,0.58856,0.63151,0.28228
2017,12,5,0,7.3703e+05,0.90823,0.58856,0.63151,0.28228
2017,12,5,12,7.3703e+05,0.90822,0.58856,0.63151,0.28225
2017,12,6,0,7.3704e+05,0.90821,0.58856,0.63151,0.28222
2017,12,6,12,7.3704e+05,0.9082,0.58856,0.63151,0.28219
2017,12,7,0,7.3704e+05,0.90819,0.58856,0.63151,0.28216
2017,12,7,12,7.3704e+05,0.90818,0.58856,0.63151,0.28213
2017,12,8,0,7.3704e+05,0.90817,0.58856,0.63151,0.28208
2017,12,8,12,7.3704e+05,0.90816,0.58856,0.63151,0.28204
2017,12,9,0,7.3704e+05,0.90815,0.58856,0.63151,0.28203
2017,12,9,12,7.3704e+05,0.90815,0.58856,0.63151,0.28202
2017,12,10,0,7.3704e+05,0.90815,0.58856,0.63151,0.28202
2017,12,10,12,7.3704e+05,0.90814,0.58856,0.63151,0.282
2017,12,11,0,7.3704e+05,0.90814,0.58856,0.63151,0.28198
2017,12,11,12,7.3704e+05,0.90813,0.58856,0.63151,0.28196
2017,12,12,0,7.3704e+05,0.90813,0.58856,0.63151,0.28196
2017,12,12,12,7.3704e+05,0.90813,0.58856,0.63151,0.28195
2017,12,13,0,7.3704e+05,0.90812,0.58856,0.63151,0.28193
2017,12,13,12,7.3704e+05,0.90812,0.58856,0.63151,0.28191
2017,12,14,0,7.3704e+05,0.90811,0.58856,0.63151,0.28191
2017,12,14,12,7.3704e+05,0.90812,0.58856,0.63151,0.28191
2017,12,15,0,7.3704e+05,0.90812,0.58856,0.63151,0.28192
2017,12,15,12,7.3704e+05,0.90812,0.58856,0.63151,0.28192
2017,12,16,0,7.3704e+05,0.90812,0.58856,0.63151,0.28192
2017,12,16,12,7.3705e+05,0.90812,0.58856,0.63151,0.28192
2017,12,17,0,7.3705e+05,0.90812,0.58856,0.63151,0.28193
2017,12,17,12,7.3705e+05,0.90812,0.58856,0.63151,0.28192
2017,12,18,0,7.3705e+05,0.90812,0.58856,0.63151,0.28192
2017,12,18,12,7.3705e+05,0.90812,0.58856,0.63151,0.28192
2017,12,19,0,7.3705e+05,0.90812,0.58856,0.63151,0.28191
2017,12,19,12,7.3705e+05,0.90812,0.58856,0.63151,0.28191
2017,12,20,0,7.3705e+05,0.90812,0.58856,0.63151,0.28191
2017,12,20,12,7.3705e+05,0.90811,0.58856,0.63151,0.28191
2017,12,21,0,7.3705e+05,0.90811,0.58856,0.63151,0.2819
2017,12,21,12,7.3705e+05,0.90811,0.58856,0.63151,0.28189
2017,12,22,0,7.3705e+05,0.90811,0.58856,0.63151,0.28189
2017,12,22,12,7.3705e+05,0.90811,0.58856,0.63151,0.28188
2017,12,23,0,7.3705e+05,0.9081,0.58856,0.63151,0.28188
2017,12,23,12,7.3705e+05,0.9081,0.58856,0.63151,0.28187
2017,12,24,0,7.3705e+05,0.9081,0.58856,0.63151,0.28186
2017,12,24,12,7.3705e+05,0.9081,0.58856,0.63151,0.28185
2017,12,25,0,7.3705e+05,0.9081,0.58856,0.63151,0.28185
2017,12,25,12,7.3705e+05,0.90809,0.58856,0.63151,0.28184
2017,12,26,0,7.3706e+05,0.90809,0.58856,0.63151,0.28183
2017,12,26,12,7.3706e+05,0.90809,0.58856,0.63151,0.28182
2017,12,27,0,7.3706e+05,0.90809,0.58856,0.63151,0.28181
2017,12,27,12,7.3706e+05,0.90808,0.58856,0.63151,0.28181
2017,12,28,0,7.3706e+05,0.90808,0.58856,0.63151,0.2818
2017,12,28,12,7.3706e+05,0.90808,0.58856,0.63151,0.28179
2017,12,29,0,7.3706e+05,0.90808,0.58856,0.63151,0.28179
2017,12,29,12,7.3706e+05,0.90807,0.58856,0.63151,0.28178
2017,12,30,0,7.3706e+05,0.90807,0.58856,0.63151,0.28177
2017,12,30,12,7.3706e+05,0.90807,0.58856,0.63151,0.28177
2017,12,31,0,7.3706e+05,0.90807,0.58856,0.63151,0.28176
2017,12,31,12,7.3706e+05,0.90807,0.58856,0.63151,0.28176
2018,1,1,0,7.3706e+05,0.90807,0.58856,0.63151,0.28175
2018,1,1,12,7.3706e+05,0.90807,0.58856,0.63151,0.28175
2018,1,2,0,7.3706e+05,0.90806,0.58856,0.63151,0.28175
2018,1,2,12,7.3706e+05,0.90812,0.58856,0.63151,0.28192
2018,1,3,0,7.3706e+05,0.90828,0.58856,0.63151,0.28245
2018,1,3,12,7.3706e+05,0.90831,0.58856,0.63151,0.28255
2018,1,4,0,7.3706e+05,0.90826,0.58856,0.63151,0.28238
2018,1,4,12,7.3706e+05,0.90823,0.58856,0.63151,0.28227
2018,1,5,0,7.3706e+05,0.90821,0.58856,0.63151,0.2822
2018,1,5,12,7.3707e+05,0.90815,0.58856,0.63151,0.28203
2018,1,6,0,7.3707e+05,0.90808,0.58856,0.63151,0.2818
2018,1,6,12,7.3707e+05,0.90807,0.58856,0.63151,0.28176
2018,1,7,0,7.3707e+05,0.90806,0.58856,0.63151,0.28175
2018,1,7,12,7.3707e+05,0.90806,0.58856,0.63151,0.28174
2018,1,8,0,7.3707e+05,0.90806,0.58856,0.63151,0.28174
2018,1,8,12,7.3707e+05,0.90806,0.58856,0.63151,0.28173
2018,1,9,0,7.3707e+05,0.90806,0.58856,0.63151,0.28173
2018,1,9,12,7.3707e+05,0.90806,0.58856,0.63151,0.28174
2018,1,10,0,7.3707e+05,0.90806,0.58856,0.63151,0.28174
2018,1,10,12,7.3707e+05,0.90806,0.58856,0.63151,0.28175
2018,1,11,0,7.3707e+05,0.90806,0.58856,0.63151,0.28175
2018,1,11,12,7.3707e+05,0.90806,0.58856,0.63151,0.28175
2018,1,12,0,7.3707e+05,0.90806,0.58856,0.63151,0.28175
2018,1,12,12,7.3707e+05,0.90807,0.58856,0.63151,0.28175
2018,1,13,0,7.3707e+05,0.90807,0.58856,0.63151,0.28175
2018,1,13,12,7.3707e+05,0.90807,0.58856,0.63151,0.28175
2018,1,14,0,7.3707e+05,0.90807,0.58856,0.63151,0.28175
2018,1,14,12,7.3707e+05,0.90807,0.58856,0.63151,0.28175
2018,1,15,0,7.3708e+05,0.90807,0.58856,0.63151,0.28177
2018,1,15,12,7.3708e+05,0.90807,0.58856,0.63151,0.28178
2018,1,16,0,7.3708e+05,0.90807,0.58856,0.63151,0.28177
2018,1,16,12,7.3708e+05,0.90807,0.58856,0.63151,0.28176
2018,1,17,0,7.3708e+05,0.90807,0.58856,0.63151,0.28175
2018,1,17,12,7.3708e+05,0.90806,0.58856,0.63151,0.28174
2018,1,18,0,7.3708e+05,0.90807,0.58856,0.63151,0.28175
2018,1,18,12,7.3708e+05,0.90809,0.58856,0.63151,0.28181
2018,1,19,0,7.3708e+05,0.90826,0.58856,0.63151,0.28238
2018,1,19,12,7.3708e+05,0.90836,0.58856,0.63151,0.2827
2018,1,20,0,7.3708e+05,0.90815,0.58856,0.63151,0.28201
2018,1,20,12,7.3708e+05,0.90808,0.58856,0.63151,0.2818
2018,1,21,0,7.3708e+05,0.90807,0.58856,0.63151,0.28176
2018,1,21,12,7.3708e+05,0.90807,0.58856,0.63151,0.28177
2018,1,22,0,7.3708e+05,0.90808,0.58856,0.63151,0.28179
2018,1,22,12,7.3708e+05,0.90809,0.58856,0.63151,0.28181
2018,1,23,0,7.3708e+05,0.90809,0.58856,0.63151,0.28183
2018,1,23,12,7.3708e+05,0.90809,0.58856,0.63151,0.28183
2018,1,24,0,7.3708e+05,0.90809,0.58856,0.63151,0.28182
2018,1,24,12,7.3708e+05,0.90808,0.58856,0.63151,0.28181
2018,1,25,0,7.3708e+05,0.90809,0.58856,0.63151,0.28182
2018,1,25,12,7.3709e+05,0.90809,0.58856,0.63151,0.28183
2018,1,26,0,7.3709e+05,0.9081,0.58856,0.63151,0.28186
2018,1,26,12,7.3709e+05,0.90811,0.58856,0.63151,0.28188
2018,1,27,0,7.3709e+05,0.9081,0.58856,0.63151,0.28187
2018,1,27,12,7.3709e+05,0.9081,0.58856,0.63151,0.28185
2018,1,28,0,7.3709e+05,0.90809,0.58856,0.63151,0.28184
2018,1,28,12,7.3709e+05,0.9081,0.58856,0.63151,0.28185
2018,1,29,0,7.3709e+05,0.9081,0.58856,0.63151,0.28186
2018,1,29,12,7.3709e+05,0.90811,0.58856,0.63151,0.28188
2018,1,30,0,7.3709e+05,0.90812,0.58856,0.63151,0.28192
2018,1,30,12,7.3709e+05,0.90814,0.58856,0.63151,0.28198
2018,1,31,0,7.3709e+05,0.90814,0.58856,0.63151,0.282
2018,1,31,12,7.3709e+05,0.90814,0.58856,0.63151,0.28198
2018,2,1,0,7.3709e+05,0.90814,0.58856,0.63151,0.28199
2018,2,1,12,7.3709e+05,0.90814,0.58856,0.63151,0.28198
2018,2,2,0,7.3709e+05,0.90812,0.58856,0.63151,0.28193
2018,2,2,12,7.3709e+05,0.90812,0.58856,0.63151,0.28193
2018,2,3,0,7.3709e+05,0.90812,0.58856,0.63151,0.28193
2018,2,3,12,7.3709e+05,0.90812,0.58856,0.63151,0.28193
2018,2,4,0,7.371e+05,0.90812,0.58856,0.63151,0.28193
2018,2,4,12,7.371e+05,0.90813,0.58856,0.63151,0.28195
2018,2,5,0,7.371e+05,0.90813,0.58856,0.63151,0.28197
2018,2,5,12,7.371e+05,0.90814,0.58856,0.63151,0.28199
2018,2,6,0,7.371e+05,0.90814,0.58856,0.63151,0.282
2018,2,6,12,7.371e+05,0.90814,0.58856,0.63151,0.28199
2018,2,7,0,7.371e+05,0.90813,0.58856,0.63151,0.28197
2018,2,7,12,7.371e+05,0.90813,0.58856,0.63151,0.28196
2018,2,8,0,7.371e+05,0.90815,0.58856,0.63151,0.28202
2018,2,8,12,7.371e+05,0.90818,0.58856,0.63151,0.28212
2018,2,9,0,7.371e+05,0.90817,0.58856,0.63151,0.2821
2018,2,9,12,7.371e+05,0.90814,0.58856,0.63151,0.28199
2018,2,10,0,7.371e+05,0.90813,0.58856,0.63151,0.28195
2018,2,10,12,7.371e+05,0.90815,0.58856,0.63151,0.28203
2018,2,11,0,7.371e+05,0.9082,0.58856,0.63151,0.28217
2018,2,11,12,7.371e+05,0.9082,0.58856,0.63151,0.28219
2018,2,12,0,7.371e+05,0.90817,0.58856,0.63151,0.28209
2018,2,12,12,7.371e+05,0.90815,0.58856,0.63151,0.28202
2018,2,13,0,7.371e+05,0.90814,0.58856,0.63151,0.282
2018,2,13,12,7.371e+05,0.90815,0.58856,0.63151,0.28201
2018,2,14,0,7.3710e+05,0.90816,0.58856,0.63151,0.28204
2018,2,14,12,7.3711e+05,0.90816,0.58856,0.63151,0.28205
2018,2,15,0,7.3711e+05,0.90816,0.58856,0.63151,0.28204
2018,2,15,12,7.3711e+05,0.90815,0.58856,0.63151,0.28202
2018,2,16,0,7.3711e+05,0.90815,0.58856,0.63151,0.28201
2018,2,16,12,7.3711e+05,0.90814,0.58856,0.63151,0.282
2018,2,17,0,7.3711e+05,0.90814,0.58856,0.63151,0.282
2018,2,17,12,7.3711e+05,0.90815,0.58856,0.63151,0.28201
2018,2,18,0,7.3711e+05,0.90815,0.58856,0.63151,0.28203
2018,2,18,12,7.3711e+05,0.90814,0.58856,0.63151,0.282
2018,2,19,0,7.3711e+05,0.90813,0.58856,0.63151,0.28196
2018,2,19,12,7.3711e+05,0.90813,0.58856,0.63151,0.28196
2018,2,20,0,7.3711e+05,0.90814,0.58856,0.63151,0.282
2018,2,20,12,7.3711e+05,0.90816,0.58856,0.63151,0.28204
2018,2,21,0,7.3711e+05,0.90816,0.58856,0.63151,0.28205
2018,2,21,12,7.3711e+05,0.90816,0.58856,0.63151,0.28206
2018,2,22,0,7.3711e+05,0.90805,0.58856,0.63151,0.28171
2018,2,22,12,7.3711e+05,0.90818,0.58856,0.63151,0.28213
2018,2,23,0,7.3711e+05,0.90806,0.58856,0.63151,0.28172
2018,2,23,12,7.3711e+05,0.90814,0.58856,0.63151,0.28198
2018,2,24,0,7.3712e+05,0.90811,0.58856,0.63151,0.2819
2018,2,24,12,7.3712e+05,0.90811,0.58856,0.63151,0.2819
2018,2,25,0,7.3712e+05,0.90812,0.58856,0.63151,0.28192
2018,2,25,12,7.3712e+05,0.90812,0.58856,0.63151,0.28191
2018,2,26,0,7.3712e+05,0.90811,0.58856,0.63151,0.28188
2018,2,26,12,7.3712e+05,0.90811,0.58856,0.63151,0.28188
2018,2,27,0,7.3712e+05,0.90811,0.58856,0.63151,0.2819
2018,2,27,12,7.3712e+05,0.90811,0.58856,0.63151,0.28189
2018,2,28,0,7.3712e+05,0.9081,0.58856,0.63151,0.28186
2018,2,28,12,7.3712e+05,0.9081,0.58856,0.63151,0.28185
2018,3,1,0,7.3712e+05,0.90809,0.58856,0.63151,0.28183
2018,3,1,12,7.3712e+05,0.90808,0.58856,0.63151,0.28179
2018,3,2,0,7.3712e+05,0.90807,0.58856,0.63151,0.28178
2018,3,2,12,7.3712e+05,0.90808,0.58856,0.63151,0.28178
2018,3,3,0,7.3712e+05,0.90808,0.58856,0.63151,0.2818
2018,3,3,12,7.3712e+05,0.90808,0.58856,0.63151,0.2818
2018,3,4,0,7.3712e+05,0.90807,0.58856,0.63151,0.28178
2018,3,4,12,7.3712e+05,0.90807,0.58856,0.63151,0.28176
2018,3,5,0,7.3712e+05,0.90807,0.58856,0.63151,0.28175
2018,3,5,12,7.3712e+05,0.90807,0.58856,0.63151,0.28176
2018,3,6,0,7.3712e+05,0.90808,0.58856,0.63151,0.28178
2018,3,6,12,7.3713e+05,0.90808,0.58856,0.63151,0.28178
2018,3,7,0,7.3713e+05,0.90807,0.58856,0.63151,0.28176
2018,3,7,12,7.3713e+05,0.90806,0.58856,0.63151,0.28174
2018,3,8,0,7.3713e+05,0.90806,0.58856,0.63151,0.28174
2018,3,8,12,7.3713e+05,0.90806,0.58856,0.63151,0.28173
2018,3,9,0,7.3713e+05,0.90806,0.58856,0.63151,0.28173
2018,3,9,12,7.3713e+05,0.90807,0.58856,0.63151,0.28175
2018,3,10,0,7.3713e+05,0.90806,0.58856,0.63151,0.28174
2018,3,10,12,7.3713e+05,0.90807,0.58856,0.63151,0.28177
2018,3,11,0,7.3713e+05,0.90807,0.58856,0.63151,0.28177
2018,3,11,12,7.3713e+05,0.90807,0.58856,0.63151,0.28176
2018,3,12,0,7.3713e+05,0.90807,0.58856,0.63151,0.28176
2018,3,12,12,7.3713e+05,0.90806,0.58856,0.63151,0.28174
2018,3,13,0,7.3713e+05,0.90806,0.58856,0.63151,0.28172
2018,3,13,12,7.3713e+05,0.90806,0.58856,0.63151,0.28172
2018,3,14,0,7.3713e+05,0.90806,0.58856,0.63151,0.28174
2018,3,14,12,7.3713e+05,0.90807,0.58856,0.63151,0.28177
2018,3,15,0,7.3713e+05,0.90807,0.58856,0.63151,0.28177
2018,3,15,12,7.3713e+05,0.90806,0.58856,0.63151,0.28173
2018,3,16,0,7.3714e+05,0.90805,0.58856,0.63151,0.28171
2018,3,16,12,7.3714e+05,0.90805,0.58856,0.63151,0.28171
2018,3,17,0,7.3714e+05,0.90805,0.58856,0.63151,0.28171
2018,3,17,12,7.3714e+05,0.90806,0.58856,0.63151,0.28172
2018,3,18,0,7.3714e+05,0.90806,0.58856,0.63151,0.28172
2018,3,18,12,7.3714e+05,0.90806,0.58856,0.63151,0.28172
2018,3,19,0,7.3714e+05,0.90805,0.58856,0.63151,0.28171
2018,3,19,12,7.3714e+05,0.90805,0.58856,0.63151,0.28171
2018,3,20,0,7.3714e+05,0.90805,0.58856,0.63151,0.28171
2018,3,20,12,7.3714e+05,0.90806,0.58856,0.63151,0.28173
2018,3,21,0,7.3714e+05,0.90806,0.58856,0.63151,0.28173
2018,3,21,12,7.3714e+05,0.90806,0.58856,0.63151,0.28173
2018,3,22,0,7.3714e+05,0.90806,0.58856,0.63151,0.28173
2018,3,22,12,7.3714e+05,0.90806,0.58856,0.63151,0.28173
2018,3,23,0,7.3714e+05,0.90806,0.58856,0.63151,0.28172
2018,3,23,12,7.3714e+05,0.90805,0.58856,0.63151,0.28171
2018,3,24,0,7.3714e+05,0.90805,0.58856,0.63151,0.28171
2018,3,24,12,7.3714e+05,0.90805,0.58856,0.63151,0.28171
2018,3,25,0,7.3714e+05,0.90805,0.58856,0.63151,0.28171
2018,3,25,12,7.3714e+05,0.90805,0.58856,0.63151,0.28171
2018,3,26,0,7.3714e+05,0.90805,0.58856,0.63151,0.28171
2018,3,26,12,7.3715e+05,0.90805,0.58856,0.63151,0.28171
2018,3,27,0,7.3715e+05,0.90805,0.58856,0.63151,0.28171
2018,3,27,12,7.3715e+05,0.90806,0.58856,0.63151,0.28172
2018,3,28,0,7.3715e+05,0.90806,0.58856,0.63151,0.28172
2018,3,28,12,7.3715e+05,0.90806,0.58856,0.63151,0.28172
2018,3,29,0,7.3715e+05,0.90806,0.58856,0.63151,0.28172
2018,3,29,12,7.3715e+05,0.90806,0.58856,0.63151,0.28172
2018,3,30,0,7.3715e+05,0.90806,0.58856,0.63151,0.28172
2018,3,30,12,7.3715e+05,0.90806,0.58856,0.63151,0.28172
2018,3,31,0,7.3715e+05,0.90806,0.58856,0.63151,0.28172
2018,3,31,12,7.3715e+05,0.90806,0.58856,0.63151,0.28172
2018,4,1,0,7.3715e+05,0.90806,0.58856,0.63151,0.28172
2018,4,1,12,7.3715e+05,0.90806,0.58856,0.63151,0.28173
2018,4,2,0,7.3715e+05,0.90806,0.58856,0.63151,0.28173
2018,4,2,12,7.3715e+05,0.90806,0.58856,0.63151,0.28173
2018,4,3,0,7.3715e+05,0.90806,0.58856,0.63151,0.28173
2018,4,3,12,7.3715e+05,0.90806,0.58856,0.63151,0.28173
2018,4,4,0,7.3715e+05,0.90806,0.58856,0.63151,0.28173
2018,4,4,12,7.3715e+05,0.90806,0.58856,0.63151,0.28174
2018,4,5,0,7.3716e+05,0.90806,0.58856,0.63151,0.28173
2018,4,5,12,7.3716e+05,0.90806,0.58856,0.63151,0.28173
2018,4,6,0,7.3716e+05,0.90806,0.58856,0.63151,0.28173
2018,4,6,12,7.3716e+05,0.90806,0.58856,0.63151,0.28173
2018,4,7,0,7.3716e+05,0.90806,0.58856,0.63151,0.28174
2018,4,7,12,7.3716e+05,0.90806,0.58856,0.63151,0.28174
2018,4,8,0,7.3716e+05,0.90806,0.58856,0.63151,0.28175
2018,4,8,12,7.3716e+05,0.90806,0.58856,0.63151,0.28175
2018,4,9,0,7.3716e+05,0.90807,0.58856,0.63151,0.28175
2018,4,9,12,7.3716e+05,0.90807,0.58856,0.63151,0.28176
2018,4,10,0,7.3716e+05,0.90807,0.58856,0.63151,0.28177
2018,4,10,12,7.3716e+05,0.90807,0.58856,0.63151,0.28177
2018,4,11,0,7.3716e+05,0.90807,0.58856,0.63151,0.28178
2018,4,11,12,7.3716e+05,0.90808,0.58856,0.63151,0.28178
2018,4,12,0,7.3716e+05,0.90807,0.58856,0.63151,0.28178
2018,4,12,12,7.3716e+05,0.90807,0.58856,0.63151,0.28177
2018,4,13,0,7.3716e+05,0.90807,0.58856,0.63151,0.28177
