2014-2018 90-day low-pass-filtered transport in the Rockall Trough.
Data published in Houpert et al. (2020), Observed variability of the North Atlantic Current in the Rockall Trough from four years of mooring measurements. Journal of Geophysical Research: Oceans, https://doi.org/10.1029/2020JC016403
Year, Month, Day, Hour, Days since January 0 0000, Total Rockall Trough Transport (Sv), Eastern Wedge Transport (Sv), Western Wedge Transport (Sv), Mid-Basin Transport (Sv)
2015,3,14,0,7.3604e+05,4.4652,2.3613,-2.7147,4.8187
2015,3,14,12,7.3604e+05,4.4493,2.3654,-2.765,4.849
2015,3,15,0,7.3604e+05,4.4333,2.3688,-2.8153,4.8799
2015,3,15,12,7.3604e+05,4.4171,2.3713,-2.8656,4.9114
2015,3,16,0,7.3604e+05,4.4008,2.373,-2.9159,4.9436
2015,3,16,12,7.3604e+05,4.3843,2.374,-2.9661,4.9764
2015,3,17,0,7.3604e+05,4.3677,2.3741,-3.0162,5.0098
2015,3,17,12,7.3604e+05,4.351,2.3734,-3.0662,5.0438
2015,3,18,0,7.3604e+05,4.3342,2.3719,-3.1161,5.0784
2015,3,18,12,7.3604e+05,4.3173,2.3696,-3.1659,5.1136
2015,3,19,0,7.3604e+05,4.3004,2.3665,-3.2155,5.1494
2015,3,19,12,7.3604e+05,4.2834,2.3625,-3.2649,5.1857
2015,3,20,0,7.3604e+05,4.2663,2.3578,-3.314,5.2226
2015,3,20,12,7.3604e+05,4.2493,2.3522,-3.363,5.26
2015,3,21,0,7.3604e+05,4.2321,2.3459,-3.4117,5.2979
2015,3,21,12,7.3604e+05,4.215,2.3387,-3.4601,5.3364
2015,3,22,0,7.3604e+05,4.1979,2.3307,-3.5082,5.3753
2015,3,22,12,7.3605e+05,4.1808,2.322,-3.556,5.4148
2015,3,23,0,7.3605e+05,4.1637,2.3124,-3.6034,5.4547
2015,3,23,12,7.3605e+05,4.1467,2.3021,-3.6504,5.495
2015,3,24,0,7.3605e+05,4.1297,2.291,-3.6971,5.5358
2015,3,24,12,7.3605e+05,4.1128,2.2791,-3.7433,5.577
2015,3,25,0,7.3605e+05,4.096,2.2665,-3.7891,5.6186
2015,3,25,12,7.3605e+05,4.0793,2.2531,-3.8344,5.6606
2015,3,26,0,7.3605e+05,4.0627,2.2389,-3.8792,5.7029
2015,3,26,12,7.3605e+05,4.0462,2.2241,-3.9235,5.7456
2015,3,27,0,7.3605e+05,4.0299,2.2084,-3.9672,5.7886
2015,3,27,12,7.3605e+05,4.0137,2.1921,-4.0104,5.8319
2015,3,28,0,7.3605e+05,3.9977,2.1751,-4.053,5.8755
2015,3,28,12,7.3605e+05,3.9818,2.1574,-4.0949,5.9194
2015,3,29,0,7.3605e+05,3.9662,2.1389,-4.1362,5.9635
2015,3,29,12,7.3605e+05,3.9508,2.1199,-4.1769,6.0078
2015,3,30,0,7.3605e+05,3.9356,2.1001,-4.2169,6.0524
2015,3,30,12,7.3605e+05,3.9207,2.0797,-4.2561,6.0971
2015,3,31,0,7.3605e+05,3.906,2.0587,-4.2946,6.1419
2015,3,31,12,7.3605e+05,3.8916,2.0371,-4.3324,6.1869
2015,4,1,0,7.3606e+05,3.8775,2.0149,-4.3694,6.232
2015,4,1,12,7.3606e+05,3.8637,1.9921,-4.4055,6.2772
2015,4,2,0,7.3606e+05,3.8502,1.9687,-4.4409,6.3224
2015,4,2,12,7.3606e+05,3.837,1.9447,-4.4754,6.3676
2015,4,3,0,7.3606e+05,3.8242,1.9203,-4.509,6.4129
2015,4,3,12,7.3606e+05,3.8118,1.8953,-4.5417,6.4582
2015,4,4,0,7.3606e+05,3.7997,1.8698,-4.5735,6.5034
2015,4,4,12,7.3606e+05,3.7881,1.8438,-4.6043,6.5485
2015,4,5,0,7.3606e+05,3.7768,1.8174,-4.6342,6.5936
2015,4,5,12,7.3606e+05,3.766,1.7905,-4.6631,6.6385
2015,4,6,0,7.3606e+05,3.7556,1.7632,-4.6909,6.6833
2015,4,6,12,7.3606e+05,3.7457,1.7355,-4.7178,6.728
2015,4,7,0,7.3606e+05,3.7362,1.7074,-4.7436,6.7724
2015,4,7,12,7.3606e+05,3.7272,1.679,-4.7684,6.8166
2015,4,8,0,7.3606e+05,3.7188,1.6502,-4.792,6.8606
2015,4,8,12,7.3606e+05,3.7108,1.6211,-4.8146,6.9043
2015,4,9,0,7.3606e+05,3.7034,1.5917,-4.836,6.9477
2015,4,9,12,7.3606e+05,3.6965,1.562,-4.8563,6.9908
2015,4,10,0,7.3606e+05,3.6901,1.532,-4.8754,7.0335
2015,4,10,12,7.3606e+05,3.6843,1.5018,-4.8933,7.0758
2015,4,11,0,7.3606e+05,3.6791,1.4714,-4.9101,7.1178
2015,4,11,12,7.3607e+05,3.6745,1.4408,-4.9256,7.1594
2015,4,12,0,7.3607e+05,3.6705,1.41,-4.9399,7.2004
2015,4,12,12,7.3607e+05,3.6671,1.3791,-4.953,7.2411
2015,4,13,0,7.3607e+05,3.6644,1.348,-4.9649,7.2812
2015,4,13,12,7.3607e+05,3.6622,1.3169,-4.9754,7.3208
2015,4,14,0,7.3607e+05,3.6608,1.2856,-4.9847,7.3599
2015,4,14,12,7.3607e+05,3.66,1.2543,-4.9927,7.3983
2015,4,15,0,7.3607e+05,3.6598,1.223,-4.9994,7.4362
2015,4,15,12,7.3607e+05,3.6604,1.1917,-5.0048,7.4735
2015,4,16,0,7.3607e+05,3.6616,1.1604,-5.0089,7.5102
2015,4,16,12,7.3607e+05,3.6636,1.1291,-5.0117,7.5462
2015,4,17,0,7.3607e+05,3.6662,1.0978,-5.0131,7.5815
2015,4,17,12,7.3607e+05,3.6696,1.0667,-5.0132,7.6161
2015,4,18,0,7.3607e+05,3.6737,1.0356,-5.0119,7.65
2015,4,18,12,7.3607e+05,3.6785,1.0047,-5.0093,7.6831
2015,4,19,0,7.3607e+05,3.6841,0.97393,-5.0053,7.7155
2015,4,19,12,7.3607e+05,3.6904,0.94332,-5,7.7471
2015,4,20,0,7.3607e+05,3.6975,0.91291,-4.9933,7.7779
2015,4,20,12,7.3607e+05,3.7053,0.88272,-4.9853,7.8079
2015,4,21,0,7.3608e+05,3.7139,0.85276,-4.9759,7.837
2015,4,21,12,7.3608e+05,3.7233,0.82307,-4.9651,7.8653
2015,4,22,0,7.3608e+05,3.7335,0.79365,-4.9529,7.8928
2015,4,22,12,7.3608e+05,3.7444,0.76454,-4.9395,7.9193
2015,4,23,0,7.3608e+05,3.7561,0.73576,-4.9246,7.945
2015,4,23,12,7.3608e+05,3.7686,0.70732,-4.9084,7.9697
2015,4,24,0,7.3608e+05,3.7819,0.67924,-4.8909,7.9935
2015,4,24,12,7.3608e+05,3.796,0.65156,-4.872,8.0164
2015,4,25,0,7.3608e+05,3.8108,0.62428,-4.8518,8.0383
2015,4,25,12,7.3608e+05,3.8265,0.59743,-4.8303,8.0593
2015,4,26,0,7.3608e+05,3.8429,0.57103,-4.8074,8.0793
2015,4,26,12,7.3608e+05,3.8601,0.5451,-4.7833,8.0983
2015,4,27,0,7.3608e+05,3.8781,0.51965,-4.7579,8.1164
2015,4,27,12,7.3608e+05,3.8969,0.49471,-4.7312,8.1334
2015,4,28,0,7.3608e+05,3.9165,0.47029,-4.7032,8.1494
2015,4,28,12,7.3608e+05,3.9368,0.44641,-4.674,8.1644
2015,4,29,0,7.3608e+05,3.9579,0.42309,-4.6436,8.1784
2015,4,29,12,7.3608e+05,3.9798,0.40035,-4.6119,8.1914
2015,4,30,0,7.3608e+05,4.0025,0.37819,-4.5791,8.2034
2015,4,30,12,7.3608e+05,4.0259,0.35665,-4.5451,8.2143
2015,5,1,0,7.3608e+05,4.05,0.33573,-4.5099,8.2242
2015,5,1,12,7.3609e+05,4.0749,0.31545,-4.4736,8.2331
2015,5,2,0,7.3609e+05,4.1006,0.29583,-4.4361,8.2409
2015,5,2,12,7.3609e+05,4.1269,0.27688,-4.3976,8.2477
2015,5,3,0,7.3609e+05,4.154,0.2586,-4.3581,8.2535
2015,5,3,12,7.3609e+05,4.1818,0.24103,-4.3174,8.2582
2015,5,4,0,7.3609e+05,4.2103,0.22416,-4.2758,8.262
2015,5,4,12,7.3609e+05,4.2395,0.20802,-4.2332,8.2647
2015,5,5,0,7.3609e+05,4.2694,0.19261,-4.1896,8.2663
2015,5,5,12,7.3609e+05,4.2999,0.17795,-4.1451,8.267
2015,5,6,0,7.3609e+05,4.3311,0.16404,-4.0997,8.2667
2015,5,6,12,7.3609e+05,4.3629,0.1509,-4.0534,8.2654
2015,5,7,0,7.3609e+05,4.3953,0.13854,-4.0063,8.2631
2015,5,7,12,7.3609e+05,4.4284,0.12696,-3.9583,8.2598
2015,5,8,0,7.3609e+05,4.4621,0.11618,-3.9096,8.2555
2015,5,8,12,7.3609e+05,4.4963,0.10619,-3.8602,8.2503
2015,5,9,0,7.3609e+05,4.5311,0.097023,-3.8101,8.2442
2015,5,9,12,7.3609e+05,4.5665,0.088668,-3.7593,8.2371
2015,5,10,0,7.3609e+05,4.6024,0.081136,-3.7078,8.2291
2015,5,10,12,7.3609e+05,4.6388,0.074434,-3.6558,8.2201
2015,5,11,0,7.361e+05,4.6757,0.068567,-3.6032,8.2103
2015,5,11,12,7.361e+05,4.7131,0.063538,-3.5501,8.1996
2015,5,12,0,7.361e+05,4.751,0.059353,-3.4965,8.1881
2015,5,12,12,7.361e+05,4.7893,0.056015,-3.4424,8.1757
2015,5,13,0,7.361e+05,4.828,0.053527,-3.388,8.1625
2015,5,13,12,7.361e+05,4.8672,0.05189,-3.3332,8.1484
2015,5,14,0,7.361e+05,4.9067,0.051108,-3.278,8.1336
2015,5,14,12,7.361e+05,4.9466,0.051181,-3.2226,8.118
2015,5,15,0,7.361e+05,4.9868,0.05211,-3.167,8.1017
2015,5,15,12,7.361e+05,5.0273,0.053895,-3.1112,8.0846
2015,5,16,0,7.361e+05,5.0682,0.056536,-3.0552,8.0668
2015,5,16,12,7.361e+05,5.1093,0.060031,-2.9991,8.0483
2015,5,17,0,7.361e+05,5.1507,0.064379,-2.9429,8.0292
2015,5,17,12,7.361e+05,5.1923,0.069578,-2.8867,8.0094
2015,5,18,0,7.361e+05,5.2341,0.075624,-2.8306,7.989
2015,5,18,12,7.361e+05,5.2761,0.082516,-2.7745,7.968
2015,5,19,0,7.361e+05,5.3182,0.090249,-2.7185,7.9464
2015,5,19,12,7.361e+05,5.3605,0.098818,-2.6626,7.9243
2015,5,20,0,7.361e+05,5.4029,0.10822,-2.607,7.9017
2015,5,20,12,7.361e+05,5.4454,0.11845,-2.5516,7.8786
2015,5,21,0,7.3610e+05,5.488,0.1295,-2.4964,7.8549
2015,5,21,12,7.3611e+05,5.5306,0.14136,-2.4417,7.8309
2015,5,22,0,7.3611e+05,5.5732,0.15403,-2.3872,7.8064
2015,5,22,12,7.3611e+05,5.6158,0.1675,-2.3332,7.7815
2015,5,23,0,7.3611e+05,5.6583,0.18176,-2.2797,7.7563
2015,5,23,12,7.3611e+05,5.7008,0.19681,-2.2266,7.7307
2015,5,24,0,7.3611e+05,5.7432,0.21263,-2.1742,7.7048
2015,5,24,12,7.3611e+05,5.7855,0.22921,-2.1223,7.6786
2015,5,25,0,7.3611e+05,5.8277,0.24656,-2.071,7.6521
2015,5,25,12,7.3611e+05,5.8697,0.26465,-2.0204,7.6254
2015,5,26,0,7.3611e+05,5.9115,0.28347,-1.9705,7.5985
2015,5,26,12,7.3611e+05,5.953,0.30302,-1.9214,7.5714
2015,5,27,0,7.3611e+05,5.9944,0.32328,-1.8731,7.5442
2015,5,27,12,7.3611e+05,6.0354,0.34425,-1.8256,7.5168
2015,5,28,0,7.3611e+05,6.0762,0.3659,-1.779,7.4893
2015,5,28,12,7.3611e+05,6.1166,0.38823,-1.7333,7.4617
2015,5,29,0,7.3611e+05,6.1567,0.41122,-1.6886,7.4341
2015,5,29,12,7.3611e+05,6.1965,0.43487,-1.6448,7.4064
2015,5,30,0,7.3611e+05,6.2358,0.45915,-1.6021,7.3788
2015,5,30,12,7.3611e+05,6.2747,0.48406,-1.5605,7.3511
2015,5,31,0,7.3612e+05,6.3131,0.50958,-1.52,7.3235
2015,5,31,12,7.3612e+05,6.3511,0.53569,-1.4806,7.296
2015,6,1,0,7.3612e+05,6.3886,0.56239,-1.4424,7.2686
2015,6,1,12,7.3612e+05,6.4255,0.58965,-1.4054,7.2413
2015,6,2,0,7.3612e+05,6.4619,0.61746,-1.3696,7.2141
2015,6,2,12,7.3612e+05,6.4978,0.64581,-1.3352,7.1871
2015,6,3,0,7.3612e+05,6.533,0.67468,-1.302,7.1603
2015,6,3,12,7.3612e+05,6.5676,0.70405,-1.2701,7.1337
2015,6,4,0,7.3612e+05,6.6016,0.73391,-1.2396,7.1073
2015,6,4,12,7.3612e+05,6.6349,0.76424,-1.2105,7.0812
2015,6,5,0,7.3612e+05,6.6675,0.79503,-1.1829,7.0553
2015,6,5,12,7.3612e+05,6.6993,0.82626,-1.1566,7.0297
2015,6,6,0,7.3612e+05,6.7305,0.85791,-1.1319,7.0044
2015,6,6,12,7.3612e+05,6.7609,0.88997,-1.1086,6.9795
2015,6,7,0,7.3612e+05,6.7905,0.92242,-1.0868,6.9549
2015,6,7,12,7.3612e+05,6.8193,0.95524,-1.0666,6.9306
2015,6,8,0,7.3612e+05,6.8472,0.98842,-1.048,6.9068
2015,6,8,12,7.3612e+05,6.8743,1.0219,-1.0309,6.8833
2015,6,9,0,7.3612e+05,6.9006,1.0558,-1.0154,6.8602
2015,6,9,12,7.3612e+05,6.926,1.0899,-1.0015,6.8375
2015,6,10,0,7.3612e+05,6.9504,1.1243,-0.98921,6.8153
2015,6,10,12,7.3613e+05,6.974,1.159,-0.97859,6.7935
2015,6,11,0,7.3613e+05,6.9966,1.194,-0.96962,6.7722
2015,6,11,12,7.3613e+05,7.0182,1.2292,-0.96232,6.7513
2015,6,12,0,7.3613e+05,7.0388,1.2646,-0.95669,6.7309
2015,6,12,12,7.3613e+05,7.0585,1.3002,-0.95275,6.711
2015,6,13,0,7.3613e+05,7.0771,1.336,-0.9505,6.6916
2015,6,13,12,7.3613e+05,7.0947,1.372,-0.94994,6.6727
2015,6,14,0,7.3613e+05,7.1112,1.4081,-0.9511,6.6543
2015,6,14,12,7.3613e+05,7.1267,1.4443,-0.95396,6.6364
2015,6,15,0,7.3613e+05,7.1411,1.4807,-0.95854,6.619
2015,6,15,12,7.3613e+05,7.1544,1.5171,-0.96484,6.6021
2015,6,16,0,7.3613e+05,7.1666,1.5537,-0.97285,6.5858
2015,6,16,12,7.3613e+05,7.1777,1.5903,-0.98257,6.57
2015,6,17,0,7.3613e+05,7.1877,1.627,-0.99401,6.5547
2015,6,17,12,7.3613e+05,7.1965,1.6637,-1.0072,6.54
2015,6,18,0,7.3613e+05,7.2042,1.7004,-1.022,6.5257
2015,6,18,12,7.3613e+05,7.2106,1.7371,-1.0386,6.5121
2015,6,19,0,7.3613e+05,7.216,1.7739,-1.0568,6.4989
2015,6,19,12,7.3613e+05,7.2201,1.8106,-1.0767,6.4863
2015,6,20,0,7.3614e+05,7.223,1.8472,-1.0983,6.4742
2015,6,20,12,7.3614e+05,7.2247,1.8838,-1.1216,6.4626
2015,6,21,0,7.3614e+05,7.2253,1.9203,-1.1466,6.4515
2015,6,21,12,7.3614e+05,7.2246,1.9568,-1.1731,6.4409
2015,6,22,0,7.3614e+05,7.2226,1.9931,-1.2013,6.4309
2015,6,22,12,7.3614e+05,7.2195,2.0293,-1.2311,6.4213
2015,6,23,0,7.3614e+05,7.2151,2.0654,-1.2626,6.4123
2015,6,23,12,7.3614e+05,7.2095,2.1013,-1.2955,6.4037
2015,6,24,0,7.3614e+05,7.2026,2.1371,-1.3301,6.3956
2015,6,24,12,7.3614e+05,7.1945,2.1727,-1.3662,6.3879
2015,6,25,0,7.3614e+05,7.1851,2.2082,-1.4038,6.3808
2015,6,25,12,7.3614e+05,7.1745,2.2434,-1.4429,6.374
2015,6,26,0,7.3614e+05,7.1627,2.2785,-1.4835,6.3677
2015,6,26,12,7.3614e+05,7.1496,2.3133,-1.5256,6.3619
2015,6,27,0,7.3614e+05,7.1352,2.3479,-1.5691,6.3564
2015,6,27,12,7.3614e+05,7.1196,2.3822,-1.614,6.3514
2015,6,28,0,7.3614e+05,7.1028,2.4163,-1.6603,6.3467
2015,6,28,12,7.3614e+05,7.0847,2.4502,-1.7079,6.3424
2015,6,29,0,7.3614e+05,7.0653,2.4837,-1.7569,6.3385
2015,6,29,12,7.3614e+05,7.0448,2.517,-1.8072,6.335
2015,6,30,0,7.3614e+05,7.023,2.55,-1.8587,6.3318
2015,6,30,12,7.3615e+05,7,2.5827,-1.9115,6.3289
2015,7,1,0,7.3615e+05,6.9758,2.615,-1.9655,6.3263
2015,7,1,12,7.3615e+05,6.9504,2.6471,-2.0207,6.324
2015,7,2,0,7.3615e+05,6.9238,2.6788,-2.0771,6.3221
2015,7,2,12,7.3615e+05,6.8959,2.7101,-2.1345,6.3203
2015,7,3,0,7.3615e+05,6.867,2.7412,-2.1931,6.3189
2015,7,3,12,7.3615e+05,6.8368,2.7718,-2.2527,6.3177
2015,7,4,0,7.3615e+05,6.8055,2.8021,-2.3133,6.3167
2015,7,4,12,7.3615e+05,6.7731,2.8321,-2.3749,6.3159
2015,7,5,0,7.3615e+05,6.7395,2.8616,-2.4375,6.3153
2015,7,5,12,7.3615e+05,6.7048,2.8908,-2.5009,6.315
2015,7,6,0,7.3615e+05,6.669,2.9196,-2.5653,6.3147
2015,7,6,12,7.3615e+05,6.6321,2.9479,-2.6305,6.3147
2015,7,7,0,7.3615e+05,6.5942,2.9759,-2.6965,6.3148
2015,7,7,12,7.3615e+05,6.5552,3.0035,-2.7633,6.315
2015,7,8,0,7.3615e+05,6.5151,3.0307,-2.8308,6.3153
2015,7,8,12,7.3615e+05,6.4741,3.0574,-2.8991,6.3157
2015,7,9,0,7.3615e+05,6.4321,3.0837,-2.9679,6.3163
2015,7,9,12,7.3615e+05,6.389,3.1096,-3.0375,6.3169
2015,7,10,0,7.3616e+05,6.3451,3.1351,-3.1076,6.3175
2015,7,10,12,7.3616e+05,6.3002,3.1601,-3.1782,6.3182
2015,7,11,0,7.3616e+05,6.2544,3.1847,-3.2494,6.319
2015,7,11,12,7.3616e+05,6.2077,3.2089,-3.321,6.3198
2015,7,12,0,7.3616e+05,6.1601,3.2326,-3.3931,6.3206
2015,7,12,12,7.3616e+05,6.1117,3.2559,-3.4656,6.3214
2015,7,13,0,7.3616e+05,6.0626,3.2787,-3.5384,6.3222
2015,7,13,12,7.3616e+05,6.0126,3.3011,-3.6116,6.3231
2015,7,14,0,7.3616e+05,5.9618,3.323,-3.6851,6.3239
2015,7,14,12,7.3616e+05,5.9104,3.3445,-3.7588,6.3246
2015,7,15,0,7.3616e+05,5.8582,3.3656,-3.8327,6.3254
2015,7,15,12,7.3616e+05,5.8054,3.3861,-3.9068,6.3261
2015,7,16,0,7.3616e+05,5.7519,3.4062,-3.981,6.3267
2015,7,16,12,7.3616e+05,5.6978,3.4259,-4.0554,6.3273
2015,7,17,0,7.3616e+05,5.6432,3.4451,-4.1298,6.3278
2015,7,17,12,7.3616e+05,5.588,3.4639,-4.2042,6.3283
2015,7,18,0,7.3616e+05,5.5323,3.4822,-4.2786,6.3287
2015,7,18,12,7.3616e+05,5.4761,3.5,-4.353,6.3291
2015,7,19,0,7.3616e+05,5.4194,3.5174,-4.4273,6.3293
2015,7,19,12,7.3616e+05,5.3624,3.5344,-4.5015,6.3295
2015,7,20,0,7.3616e+05,5.305,3.5509,-4.5756,6.3296
2015,7,20,12,7.3617e+05,5.2472,3.5669,-4.6494,6.3297
2015,7,21,0,7.3617e+05,5.1891,3.5825,-4.7231,6.3296
2015,7,21,12,7.3617e+05,5.1308,3.5977,-4.7965,6.3295
2015,7,22,0,7.3617e+05,5.0722,3.6124,-4.8696,6.3293
2015,7,22,12,7.3617e+05,5.0134,3.6267,-4.9423,6.3291
2015,7,23,0,7.3617e+05,4.9545,3.6405,-5.0148,6.3287
2015,7,23,12,7.3617e+05,4.8955,3.6539,-5.0868,6.3284
2015,7,24,0,7.3617e+05,4.8363,3.6669,-5.1584,6.3279
2015,7,24,12,7.3617e+05,4.7772,3.6794,-5.2296,6.3274
2015,7,25,0,7.3617e+05,4.718,3.6915,-5.3003,6.3268
2015,7,25,12,7.3617e+05,4.6589,3.7032,-5.3705,6.3262
2015,7,26,0,7.3617e+05,4.5999,3.7145,-5.4401,6.3255
2015,7,26,12,7.3617e+05,4.541,3.7254,-5.5092,6.3248
2015,7,27,0,7.3617e+05,4.4822,3.7358,-5.5777,6.3241
2015,7,27,12,7.3617e+05,4.4237,3.7458,-5.6455,6.3234
2015,7,28,0,7.3617e+05,4.3654,3.7555,-5.7127,6.3226
2015,7,28,12,7.3617e+05,4.3074,3.7647,-5.7792,6.3219
2015,7,29,0,7.3617e+05,4.2497,3.7735,-5.845,6.3212
2015,7,29,12,7.3617e+05,4.1924,3.7819,-5.91,6.3205
2015,7,30,0,7.3618e+05,4.1355,3.79,-5.9743,6.3198
2015,7,30,12,7.3618e+05,4.079,3.7977,-6.0377,6.3191
2015,7,31,0,7.3618e+05,4.0231,3.805,-6.1004,6.3185
2015,7,31,12,7.3618e+05,3.9677,3.8119,-6.1622,6.318
2015,8,1,0,7.3618e+05,3.9129,3.8184,-6.2231,6.3176
2015,8,1,12,7.3618e+05,3.8586,3.8246,-6.2832,6.3172
2015,8,2,0,7.3618e+05,3.8051,3.8304,-6.3423,6.3169
2015,8,2,12,7.3618e+05,3.7522,3.8359,-6.4005,6.3168
2015,8,3,0,7.3618e+05,3.7002,3.841,-6.4577,6.3168
2015,8,3,12,7.3618e+05,3.6488,3.8458,-6.5139,6.3169
2015,8,4,0,7.3618e+05,3.5984,3.8503,-6.5691,6.3172
2015,8,4,12,7.3618e+05,3.5488,3.8544,-6.6233,6.3177
2015,8,5,0,7.3618e+05,3.5001,3.8582,-6.6765,6.3183
2015,8,5,12,7.3618e+05,3.4523,3.8617,-6.7285,6.3192
2015,8,6,0,7.3618e+05,3.4055,3.8649,-6.7795,6.3202
2015,8,6,12,7.3618e+05,3.3598,3.8677,-6.8294,6.3215
2015,8,7,0,7.3618e+05,3.3151,3.8703,-6.8781,6.323
2015,8,7,12,7.3618e+05,3.2716,3.8725,-6.9257,6.3248
2015,8,8,0,7.3618e+05,3.2292,3.8745,-6.9722,6.3268
2015,8,8,12,7.3618e+05,3.1879,3.8762,-7.0174,6.3292
2015,8,9,0,7.3618e+05,3.1479,3.8776,-7.0615,6.3318
2015,8,9,12,7.3619e+05,3.1092,3.8788,-7.1043,6.3347
2015,8,10,0,7.3619e+05,3.0717,3.8796,-7.1459,6.338
2015,8,10,12,7.3619e+05,3.0356,3.8803,-7.1863,6.3416
2015,8,11,0,7.3619e+05,3.0008,3.8806,-7.2254,6.3455
2015,8,11,12,7.3619e+05,2.9674,3.8807,-7.2632,6.3499
2015,8,12,0,7.3619e+05,2.9354,3.8806,-7.2998,6.3546
2015,8,12,12,7.3619e+05,2.9049,3.8803,-7.335,6.3596
2015,8,13,0,7.3619e+05,2.8759,3.8797,-7.3689,6.3651
2015,8,13,12,7.3619e+05,2.8483,3.8789,-7.4015,6.371
2015,8,14,0,7.3619e+05,2.8224,3.8779,-7.4328,6.3773
2015,8,14,12,7.3619e+05,2.798,3.8766,-7.4627,6.384
2015,8,15,0,7.3619e+05,2.7752,3.8752,-7.4912,6.3912
2015,8,15,12,7.3619e+05,2.754,3.8736,-7.5184,6.3988
2015,8,16,0,7.3619e+05,2.7345,3.8718,-7.5442,6.4069
2015,8,16,12,7.3619e+05,2.7167,3.8698,-7.5686,6.4155
2015,8,17,0,7.3619e+05,2.7005,3.8676,-7.5916,6.4245
2015,8,17,12,7.3619e+05,2.6861,3.8653,-7.6132,6.434
2015,8,18,0,7.3619e+05,2.6734,3.8628,-7.6334,6.444
2015,8,18,12,7.3619e+05,2.6625,3.8601,-7.6521,6.4545
2015,8,19,0,7.362e+05,2.6533,3.8573,-7.6694,6.4654
2015,8,19,12,7.362e+05,2.646,3.8543,-7.6853,6.4769
2015,8,20,0,7.362e+05,2.6404,3.8512,-7.6997,6.4889
2015,8,20,12,7.362e+05,2.6367,3.848,-7.7126,6.5013
2015,8,21,0,7.362e+05,2.6348,3.8447,-7.7241,6.5143
2015,8,21,12,7.362e+05,2.6348,3.8412,-7.7342,6.5278
2015,8,22,0,7.362e+05,2.6366,3.8376,-7.7428,6.5418
2015,8,22,12,7.362e+05,2.6403,3.8339,-7.7498,6.5563
2015,8,23,0,7.362e+05,2.6458,3.8301,-7.7555,6.5712
2015,8,23,12,7.362e+05,2.6533,3.8262,-7.7596,6.5867
2015,8,24,0,7.362e+05,2.6626,3.8222,-7.7623,6.6027
2015,8,24,12,7.362e+05,2.6738,3.8181,-7.7634,6.6191
2015,8,25,0,7.362e+05,2.6869,3.8139,-7.7631,6.6361
2015,8,25,12,7.362e+05,2.7019,3.8097,-7.7613,6.6535
2015,8,26,0,7.362e+05,2.7187,3.8054,-7.758,6.6714
2015,8,26,12,7.362e+05,2.7375,3.801,-7.7532,6.6897
2015,8,27,0,7.362e+05,2.7581,3.7966,-7.747,6.7085
2015,8,27,12,7.362e+05,2.7806,3.7921,-7.7392,6.7277
2015,8,28,0,7.362e+05,2.805,3.7876,-7.73,6.7473
2015,8,28,12,7.362e+05,2.8312,3.783,-7.7192,6.7674
2015,8,29,0,7.3620e+05,2.8593,3.7784,-7.707,6.7879
2015,8,29,12,7.3621e+05,2.8892,3.7737,-7.6933,6.8087
2015,8,30,0,7.3621e+05,2.9209,3.7691,-7.6781,6.8299
2015,8,30,12,7.3621e+05,2.9544,3.7644,-7.6615,6.8515
2015,8,31,0,7.3621e+05,2.9898,3.7596,-7.6433,6.8734
2015,8,31,12,7.3621e+05,3.0269,3.7549,-7.6237,6.8957
2015,9,1,0,7.3621e+05,3.0657,3.7502,-7.6027,6.9182
2015,9,1,12,7.3621e+05,3.1063,3.7454,-7.5802,6.9411
2015,9,2,0,7.3621e+05,3.1486,3.7406,-7.5562,6.9642
2015,9,2,12,7.3621e+05,3.1926,3.7359,-7.5308,6.9875
2015,9,3,0,7.3621e+05,3.2382,3.7311,-7.504,7.0111
2015,9,3,12,7.3621e+05,3.2855,3.7264,-7.4757,7.0349
2015,9,4,0,7.3621e+05,3.3344,3.7216,-7.446,7.0588
2015,9,4,12,7.3621e+05,3.3849,3.7169,-7.4149,7.0829
2015,9,5,0,7.3621e+05,3.4369,3.7122,-7.3825,7.1071
2015,9,5,12,7.3621e+05,3.4904,3.7075,-7.3486,7.1315
2015,9,6,0,7.3621e+05,3.5454,3.7028,-7.3133,7.1559
2015,9,6,12,7.3621e+05,3.6019,3.6982,-7.2767,7.1804
2015,9,7,0,7.3621e+05,3.6598,3.6936,-7.2387,7.2049
2015,9,7,12,7.3621e+05,3.719,3.689,-7.1993,7.2294
2015,9,8,0,7.3622e+05,3.7796,3.6844,-7.1587,7.2538
2015,9,8,12,7.3622e+05,3.8415,3.6799,-7.1167,7.2783
2015,9,9,0,7.3622e+05,3.9047,3.6754,-7.0734,7.3026
2015,9,9,12,7.3622e+05,3.969,3.671,-7.0288,7.3268
2015,9,10,0,7.3622e+05,4.0346,3.6666,-6.9829,7.3509
2015,9,10,12,7.3622e+05,4.1012,3.6622,-6.9358,7.3749
2015,9,11,0,7.3622e+05,4.169,3.6579,-6.8874,7.3986
2015,9,11,12,7.3622e+05,4.2378,3.6536,-6.8379,7.4221
2015,9,12,0,7.3622e+05,4.3076,3.6493,-6.787,7.4453
2015,9,12,12,7.3622e+05,4.3783,3.6451,-6.735,7.4683
2015,9,13,0,7.3622e+05,4.45,3.6409,-6.6819,7.4909
